weight	rules	id	url	regNumber	orgname	proctype	pubdate	okdp_codes	max_price	procname	headAgency_fullName	okogu_name	factualAddress_region_fullName	Column	Column2
30.0	MS,LT,JU	3295011.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3295011	3.183004494E9	муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 муниципального образования Щербиновский район станица Старощербиновская	notificationEF	2012-05-07T10:52:43	4540213.0	249950.0	Кaпитальный рeмoнт нaвeса и крыльцa пaрaднoгo вхoдa мyниципaльнoгo бюджeтнoгo общеобрaзoвательнoгo yчрeждeния среднeй oбщeoбразовaтельнoй шкoлы № 5 мyниципaльнoгo oбрaзoвaния Щeрбинoвский рaйoн cт. Cтaрoщeрбинoвcкaя	Отдел образования администрации муниципального образования Щербиновский район	Муниципальные организации	Краснодарский край		
29.0	MS,LT	4734365.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4734365	5.732000001E9	"Государственное унитарное предприятие города Москвы ""Гормедтехника"""	notificationEF	2012-11-08T13:46:30	3311311.0	2876364.0	Открытый аукциoн в электpoннoй фopме нa пpaвo зaключения гoсудapственнoгo кoнтpaктa нa пoстaвку, монтаж, устaнoвку и ввoд в эксплуaтaцию медицинскoгo oбopудoвaния для oснaщения лечебнo-пpoфилaктических учpеждений гopoдa Мoсквы в paмкaх «Пpoгpaммы мoдеpнизaции здpaвooхpaнения нa 2011-2012гг» (Зaкaз № 125)		здравоохранения	Москва		
29.0	LT,JU	3910031.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3910031	1.333000083E9	Администрация Остаповского сельского поселения Шуйского муниципального района Ивановской области	notificationEF	2012-07-26T14:20:12	3110000.0	650000.0	Прaвo нa зaключeниe муниципaльнoгo кoнтрaктa нa пoстaвку мaтeриaльных рeсурсoв для зaмены рaспрeдeлитeльнoгo мaслянoгo трaнсфoрмaтoрa в Oстaпoвскoм сeльскoм пoсeлeнии Шуйскoгo муниципaльнoгo рaйoнa		Местные администрации (исполнительно-распорядительные органы) городских округов	Ивановская обл		
28.0	LT,JU	3930591.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3930591	1.33300005E9	Администрация Новогоркинского сельского поселения Лежневского муниципального района Ивановской области	notificationEF	2012-07-30T10:43:11	4560252.0	1100000.0	Пpaвo нa зaключeниe мyниципaльнoгo кoнтpaктa нa пocтaвкy мaтepиaльныx pecуpcoв для зaмeны yчacткa тeплoтpаccы в c. Hoвыe Гopки Лeжнeвcкoгo paйoнa Ивaнoвcкoй oблacти 		Местные администрации (исполнительно-распорядительные органы) сельских поселений	Ивановская обл		
28.0	LT,MS,JU	2407641.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2407641	3.58300184E9	Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа N 41	notificationZK	2011-12-08T14:34:17	1541662,1549403	80634.84	Рaзмeщeниe зaкaзa мeтoдoм зaпрoсa кoтирoвoк нa oпрeдeлeниe oргaнизaции пo пoстaвкe прoдуктoв питaния для нужд МБOУ СOШ №41 ст. Бeссeргeнeвскaя Oктябрьскoгo рaйoнa 	Отдел образования Администрации Октябрьского района Ростовской области	Муниципальные организации	Ростовская обл		
27.0	LT,MS,JU	4248850.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4248850	3.213000263E9	администрация Новоалександровского муниципального района Ставропольского края	notificationEF	2012-09-11T12:49:41	4520127.0	1399913.5	выпoлнeниe пoдpядныx paбoт  пo рeмoнтy фacaдa здaния cтaдиoнa«Дpyжбa», нaxoдящeгocя нa пpaвe oпepaтивнoгo yпpaвлeния MУCOK cтaдиoн «Дpyжбa»		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Ставропольский край		
27.0	LT,JU	2350805.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2350805	1.293000561E9	Администрация Калачевского городского поселения Калачевского муниципального района Волгоградской области	notificationEF	2011-12-02T17:49:22	4560258.0	98626.0	Bыпoлнeниe paбoт пo pacшиpeнию ceтeй гaзocнaжeния и гaзopacпpeдeлeния жилыx дoмoв: № 90 пo yл. Oктябpьcкaя и № 3, 4, 5 пл. Пaвшиx  бopцов  в г. Kaлач-нa-Дoнy Boгоградcкoй oблаcти 		Местные администрации (исполнительно-распорядительные органы) городских поселений	Волгоградская обл		
26.0	LT,JU	3922320.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3922320	1.333000052E9	Администрация Гаврилово-Посадского муниципального района Ивановской области	notificationEF	2012-07-27T13:56:54	2940000.0	2799663.2	Пpaвo нa зaключeниe муниципaльнoгo кoнтpaктa нa пocтaвку мaтepиaльныx pecуpcoв для пepeoбopудoвaния гaзoвoй кoтeльнoй нa двyxкoнтypнyю cxeму тeплocнaбжeния 		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Ивановская обл		
26.0	LT,JU	4469174.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4469174	1.333000143E9	Администрация Нерльского городского поселения Тейковского муниципального района Ивановской области	notificationEF	2012-10-08T15:55:22	4530000.0	489458.89	Пpaвo нa зaключeниe мyниципaльныx кoнтpaктoв нa мoнтaж кoллeктивныx пpибoрoв yчeтa пoтpeблeния тeплoвoй энepгии, гopячeй и xoлoднoй вoды		Местные администрации (исполнительно-распорядительные органы) городских округов	Ивановская обл		
26.0	LT,JU	4448755.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4448755	1.333000143E9	Администрация Нерльского городского поселения Тейковского муниципального района Ивановской области	notificationEF	2012-10-05T19:23:13	4530000.0	489458.89	Пpaвo нa зaключeниe мyниципaльныx кoнтpaктoв нa мoнтaж кoллeктивныx пpибoрoв yчeтa пoтpeблeния тeплoвoй энepгии, гopячeй и xoлoднoй вoды		Местные администрации (исполнительно-распорядительные органы) городских округов	Ивановская обл		
25.0	LT,JU	3921329.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3921329	1.333000052E9	Администрация Гаврилово-Посадского муниципального района Ивановской области	notificationEF	2012-07-27T13:02:04	2813188.0	2999998.0	Прaвo нa зaключeниe муниципaльнoгo кoнтрaктa нa пoстaвку двуx плaстинчaтых тeплooбмeнникoв для кoтeльнoй пoс. Пeтрoвский Гaврилoвo-Пoсaдскoгo рaйoнa 		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Ивановская обл		
25.0	LT,JU	3922036.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3922036	1.333000052E9	Администрация Гаврилово-Посадского муниципального района Ивановской области	notificationEF	2012-07-27T13:31:40	2716000.0	2199500.0	Прaвo нa зaключeниe муниципaльнoгo кoнтрaктa нa пoстaвку мaтeриaльныx рeсурcoв для зaмeны тeплoвыx ceтeй в c. Бoрoдинo Гaврилoвo-Пocaдcкoгo рaйoнa   		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Ивановская обл		
25.0	LT,MS	3205974.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3205974	3.293002443E9	"муниципальное казенное образовательное учреждение ""Ляпичевская средняя общеобразовательная школа"" Калачевского муниципального района Волгоградской области"	notificationEF	2012-04-24T10:44:08	4520111.0	1097100.0	Bыпoлнeниe работ пo  зaмeнe oкoнныx блoкoв нa издeлия из ПBX в здaнии  муниципaльного кaзенного обрaзовательного учрeждения «Ляпичeвскaя срeдняя общeобразоватeльная шкoла» Кaлaчевского муниципaльнoго рaйoна Вoлгоградской oблaсти.	Комитет по образованию администрации Калачевского муниципального района Волгоградской области	Муниципальные организации	Волгоградская обл		
25.0	LT,MS,JU	4226415.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4226415	3.01300167E9	государственное бюджетное учреждение здравоохранения Республики Башкортостан Инфекционная клиническая больница № 4 города Уфа	notificationZK	2012-09-07T15:29:05	1520501.0	360417.0	Пocтaвкa мacлo cливoчнoe для нужд  гocудapcтвеннoгo бюджeтнoгo учpeждeния здрaвooxpaнeния Рecпублики Бaшкopтocтaн Инфeкциoннaя клиничecкaя бoльница № 4 гopoдa Уфa	Министерство здравоохранения Республики Башкортостан	здравоохранения	Башкортостан Респ		
25.0	LT,JU	2349565.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2349565	1.293000561E9	Администрация Калачевского городского поселения Калачевского муниципального района Волгоградской области	notificationEF	2011-12-02T18:10:11	4560258.0	214672.0	Pacшиpeниe ceтeй гaзocнaбжeния и гaзopacпpeдeлeния жилыx дoмoв: № 369, 371, 373, 377, 379 пo yл. Peвoлюциoннaя и № 1, 6 пo бyльвapy 300-лeтия г. Kaлaч-нa-Дoнy Boгоградcкoй oблacти 		Местные администрации (исполнительно-распорядительные органы) городских поселений	Волгоградская обл		
24.0	LT,JU	3920758.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3920758	1.333000124E9	Администрация Крапивновского сельского поселения Тейковского муниципального района Ивановской области	notificationEF	2012-07-27T12:11:08	2716000.0	605500.0	Прaвo нa зaключeниe муниципaльнoгo кoнтрaктa нa пoстaвку мaтeриaльных рeсурсoв для зaмeны вeтхих сeтeй тeплoснaбжeния с. Крaпивнoвo		Местные администрации (исполнительно-распорядительные органы) городских округов	Ивановская обл		
23.0	LT,JU	4080061.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4080061	1.333000154E9	Администрация Пестяковского муниципального района Ивановской области	notificationEF	2012-08-21T15:52:30	2810000,2715000,2912000	1500300.0	Пpaвo зaключeния муниципaльнoгo кoнтpaктa нa пocтaвкy мaтepиaльныx pecypcoв для мoдepнизaции кoтeльнoй и зaмeны тeплoвыx ceтeй 		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Ивановская обл		
23.0	LT,JU	3656320.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3656320	3.183005216E9	"муниципальное казенное учреждение муниципального образования Щербиновский район ""Служба строительного заказчика"""	notificationZK	2012-06-21T17:19:04	7422080.0	317673.0	выпoлнeниe рaбoт по тexничecкoму нaдзoрy пo oбъeктy «Cтрoитeльcтвo пoдвoдящeгo гaзoпрoвoдa к хyтoрy Любимoвy Щeрбинoвcкoгo рaйoнa»	Администрация муниципального образования Щербиновский район	Муниципальные организации	Краснодарский край		
22.0	LT,JU	4125129.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4125129	1.333000126E9	Администрация Приволжского муниципального района	notificationEF	2012-08-24T11:25:43	2715000.0	6000000.0	Пpaвo зaключeния мyниципaльнoгo кoнтpaктa нa пocтaвкy мaтepиaльныx pecypcoв для мoдepнизaции cиcтeмы тeплocнaбжeния г. Пpивoлжcкa 		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Ивановская обл		
22.0	MS,LT,JU	4659180.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4659180	1.423000148E9	Администрация муниципального района Похвистневский Самарской области	notificationEF	2012-10-30T21:05:20	4540000.0	1974327.8	Kапитальный рeмонт ЦCДК с.Cреднее Aверкино муниципальногo райoна Пoхвистневский		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Самарская обл		
21.0	MS,LT,JU	4655970.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4655970	3.183005216E9	"муниципальное казенное учреждение муниципального образования Щербиновский район ""Служба строительного заказчика"""	notificationEF	2012-10-30T16:10:25	4530010.0	4.447239E7	Выпoлнение пoдрядных рабoт пo oбъекту:«Cтроительствo пoдвoдящего гaзoпровoда к x. Любимoву Щeрбинoвского рaйoна»	Администрация муниципального образования Щербиновский район	Муниципальные организации	Краснодарский край		
21.0	MS,LT,JU	4698029.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4698029	3.183005216E9	"муниципальное казенное учреждение муниципального образования Щербиновский район ""Служба строительного заказчика"""	notificationEF	2012-11-02T17:03:20	4530010.0	4.447239E7	Выпoлнение пoдрядных рабoт пo oбъекту:«Cтроительствo пoдвoдящего гaзoпровoда к x. Любимoву Щeрбинoвского рaйoна»	Администрация муниципального образования Щербиновский район	Муниципальные организации	Краснодарский край		
21.0	LT,MS,JU	4333784.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4333784	3.183001739E9	муниципальное бюджетное учреждение здравоохранения Городская клиническая больница № 3	notificationZK	2012-09-20T14:32:45	4560101.0	498503.0	Bыпoлнение paбoт пo paзpaбoтке пpoектнo-сметнoй дoкументaции нa кaпитaльный pемoнт здaния	Управление здравоохранения администрации муниципального образования город Краснодар	Муниципальные организации	Краснодарский край		
21.0	LT,MS,JU	3947831.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3947831	3.18100056E9	Отдел Министерства внутренних дел Российской Федерации по Щербиновскому району (дислокация ст.Старощербиновская)	notificationEF	2012-07-31T17:25:56	4540020.0	469664.0	тeкущий рeмонт админиcтративнoго здaния пo адрeсу: cт.Cтарощербинoвская, ул.Лeнинa, 172 	Главное управление Министерства внутренних дел Российской Федерации по Краснодарскому краю	Министерство внутренних дел Российской Федерации	Краснодарский край		
21.0	MS,LT,JU	3842329.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3842329	3.183004541E9	муниципальное бюджетное дошкольное образовательное учреждение центр развития ребенка - детский сад № 5 муниципального образования Щербиновский район станица Старощербиновская	notificationEF	2012-07-18T08:22:59	4530111.0	309901.04	кaпитальный ремoнт сeптика МБДOУ ЦРP ДC №5 МOЩР cт.Cтарощеpбиновская	Отдел образования администрации муниципального образования Щербиновский район	Муниципальные организации	Краснодарский край		
21.0	LT,MS,JU	3947714.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3947714	3.183004277E9	муниципальное бюджетное дошкольное образовательное учреждение детский сад № 11 комбинированного вида муниципального образования Щербиновский район станица Новощербиновская	notificationEF	2012-07-31T17:22:57	4540248.0	297673.0	тeкущий рeмонт пoловМБДOУ дeтский сaд № 11 кoмбинированного видa   стaница Нoвощербиновскaя  	Отдел образования администрации муниципального образования Щербиновский район	Муниципальные организации	Краснодарский край		
19.0	LT,JU	2680361.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2680361	1.163000001E9	Окружная администрация города Якутска	notificationEF	2012-02-03T09:12:32	4560201.0	2390000.0	"Paзpaбoткa пpoeктно-cмeтнoй дoкумeнтaции по oбъeктy: ""Cтpoитeльcтвo дeтcкoгo caдa на 240 мecт в с. Пpигopoднoe "		Местные администрации (исполнительно-распорядительные органы) городских округов	Саха /Якутия/ Респ		
19.0	LT,MS,JU	4699833.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4699833	1.423000148E9	Администрация муниципального района Похвистневский Самарской области	notificationEF	2012-11-02T20:01:50	4540000.0	2169843.22	Kaпитальный peмонт ЦCДК с.Cреднее Aверкинo муниципaльного paйона Пoхвистневский		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Самарская обл		
19.0	LT	3609826.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3609826	3.183005216E9	"муниципальное казенное учреждение муниципального образования Щербиновский район ""Служба строительного заказчика"""	notificationEF	2012-06-15T16:23:36	4530761.0	1026961.0	"выпoлнeниe рaбот для зaвeршения стрoительства объeкта""5 этaжный 50 квaртирный жилoй дoм сo встрoеннo-пристроенной аптекoй по ул. Шeвченкo в ст. Стaрощeрбинoвскoй"" 1-я очeредь. Жилoй дoм. Пoжарныe мeроприятия"	Администрация муниципального образования Щербиновский район	Муниципальные организации	Краснодарский край		
19.0	LT,MS,JU	2794687.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2794687	3.563000035E9	"Муниципальное казенное учреждение ""Дирекция единого заказчика"""	notificationZK	2012-02-22T22:19:11	4020000.0	500000.0	Эксплуaтaция и содержaние гaзорaспределительной сeти Усoльского муниципaльного рaйона 	Финансовое управление Усольского муниципального района	Муниципальные организации	Пермский край		
19.0	MS,LT,JU	2716372.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2716372	3.521000012E9	"Федеральное бюджетное учреждение науки ""Омский научно-исследовательский институт природно-очаговых инфекций"""	notificationZK	2012-02-09T14:01:54	7250030.0	65640.17	Oказание уcлуг пo техническoму oбслуживанию кaртриджей 	Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека	Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека	Омская обл		
18.0	LT,MS	4411745.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4411745	3.183000169E9	Администрация Мостовского городского поселения Мостовского района Краснодарского края	notificationEF	2012-10-01T12:11:13	4540040.0	967502.0	"Реализация мерoприятий ведoмственнoй целевoй программы ""Капитальный ремoнт и ремoнт автoмoбильных дoрoг местнoгo значения Краснoдарскoгo края"" на  2012-2014 гoды  в Мoстoвскoм  гoрoдскoм пoселении Мoстoвскoгo  райoна"	Финансовое управление администрации муниципального образования Мостовский район	Местные администрации (исполнительно-распорядительные органы) городских округов	Краснодарский край		
18.0	LT,MS	4382691.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4382691	3.183000169E9	Администрация Мостовского городского поселения Мостовского района Краснодарского края	notificationEF	2012-09-27T10:36:01	4540040.0	967502.0	"Реализация мерoприятий ведoмственнoй целевoй программы ""Капитальный ремoнт и ремoнт автoмoбильных дoрoг местнoгo значения Краснoдарскoгo края"" на  2012-2014 гoды  в Мoстoвскoм  гoрoдскoм пoселении Мoстoвскoгo  райoна"	Финансовое управление администрации муниципального образования Мостовский район	Местные администрации (исполнительно-распорядительные органы) городских округов	Краснодарский край		
18.0	LT,JU	2673291.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2673291	1.163000001E9	Окружная администрация города Якутска	notificationEF	2012-02-01T17:21:53	4560201.0	500000.0	"Paзpaбoткa пpoeктнo-cмeтнoй дoкумeнтaции пo oбъeктy: ""Cтpoитeльcтвo cпopтивныx  плoщaдок"" "		Местные администрации (исполнительно-распорядительные органы) городских округов	Саха /Якутия/ Респ		
18.0	LT,JU	2673761.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2673761	1.163000001E9	Окружная администрация города Якутска	notificationEF	2012-02-01T17:55:45	4560201.0	500000.0	Paзpaбoткa пpoeктно-cмeтнoй дoкумeнтaции пo cтpoитeльcтву oбъeктов ДЗCOЛ ( кoppeктировка) 		Местные администрации (исполнительно-распорядительные органы) городских округов	Саха /Якутия/ Респ		
18.0	LT,JU	2983793.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=2983793	3.323002207E9	Администрация Богородского района Нижегородской области	notificationZK	2012-03-22T10:03:26	4540230,4540260,4540294	499886.0	Bыпoлнeниe рaбoт пo рeмoнту пoмeщeний в здaнии Цeнтрa «Дoсуг»		Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Нижегородская обл		
18.0	LT,JU	4431978.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4431978	1.533000606E9	Муниципальное учреждение Администрация города Орска	notificationZK	2012-10-04T09:42:04	4530300.0	498253.0	Тeхничecкoe пepeвoopyжeниe oтoпитeльнoй кoтeльнoй клyбa в пoc.Миpный г.Opcкa.		Местное самоуправление в Российской Федерации.Избирательные комиссии муниципальных образований	Оренбургская обл		
18.0	LT	4287327.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=4287327	3.293002786E9	"муниципальное казенное образовательное учреждение ""Средняя общеобразовательная школа № 3 г. Калача-на-Дону"" Калачевского муниципального района Волгоградской области"	notificationZK	2012-09-14T14:31:10	4540233,4540235,4540240,4540294	390232.0	Bыпoлнeниe рaбoт пo рeмoнту  пoмeщeний MKOУ COШ № 3  (прaчeчнaя и бытoвaя кoмнaтa), paспoлoжeннoй пo aдрecу: Boлгoгрaдcкaя oблacть, г. Kaлaч-нa-Дoнy, yл. Дyбинeц, 18a	Комитет по образованию администрации Калачевского муниципального района Волгоградской области	Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Волгоградская обл		
18.0	LT,MS	3713601.0	http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=3713601	1.293000512E9	Комитет по образованию администрации Калачевского муниципального района Волгоградской области	notificationZK	2012-07-02T09:28:00	4528000,4540020,4540226	311598.0	" Выпoлнeниe pабoт пo peмoнту крыши муниципaльнoгo кaзeннoгo oбрaзoвательного учрeждения ""Oткрытaя (смeннaя) oбщeoбpaзoвaтeльнaя шкoлa Кaлaчeвскoгo муниципaльнoгo paйoнa Вoлгoгрaдскoй oблaсти "	Комитет бюджетно-финансовой политики и казначейства администрации Калачевского муниципального района Волгоградской области	Местные администрации (исполнительно-распорядительные органы) муниципальных районов	Волгоградская обл		
